	Chemical name	Internal compound ID	Compound Class	PubChem CID	PUBCHEM_isosmiles
611	IMIPROTHRIN (MIXTURE OF ISOMERS)	1_F8	pesticide	123622	CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C
612	INABENFIDE	1_C11	pesticide	92401	C1=CC=C(C=C1)C(C2=C(C=CC(=C2)Cl)NC(=O)C3=CC=NC=C3)O
613	INDAZIFLAM	5_D4	pesticide	44146693	C[C@H]1CC2=C([C@@H]1NC3=NC(=NC(=N3)N)C(C)F)C=C(C=C2)C
614	INDOXACARB	6_B11	pesticide	107720	COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
615	IODOSULFURON-METHYL-SODIUM	4_F12	pesticide	16760189	CC1=NC(=NC(=N1)OC)NC(=O)[N-]S(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC.[Na+]
616	IOXYNIL	8_E3	pesticide	15530	C1=C(C=C(C(=C1I)O)I)C#N
617	IOXYNIL-METHYL	8_E12	pesticide	4116597	COC1=C(C=C(C=C1I)C#N)I
618	IOXYNIL-OCTANOATE	6_H5	pesticide	19730	CCCCCCCC(=O)OC1=C(C=C(C=C1I)C#N)I
619	IPROBENPHOS	2_B11	pesticide	33294	CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1
620	IPRODION	8_F3	pesticide	37517	CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl
621	IPROVALICARB	6_D12	pesticide	10958189	CC1=CC=C(C=C1)C(C)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C
622	IRGAROLR	12_C2	pesticide	91590	CC(C)(C)NC1=NC(=NC(=N1)NC2CC2)SC
623	ISAZOPHOS	1_H11	pesticide	39223	CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C
624	ISOCARBAMIDE	8_G3	pesticide	35699	CC(C)CNC(=O)N1CCNC1=O
625	ISOCARBOPHOS	2_A5	pesticide	90479	CC(C)OC(=O)C1=CC=CC=C1OP(=S)(N)OC
626	ISODRINE	1_B8	pesticide	12310946	C1[C@@H]2C=C[C@H]1[C@@H]3[C@H]2[C@@]4(C(=C([C@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
627	ISOFENPHOS-METHYL	1_E12	pesticide	127394	CC(C)NP(=S)(OC)OC1=CC=CC=C1C(=O)OC(C)C
628	ISOMETHIOZIN	8_H3	pesticide	9576097	CC(C)/C=N/N1C(=O)C(=NN=C1SC)C(C)(C)C
629	ISOPROCARB	11_G2	pesticide	17517	CC(C)C1=CC=CC=C1OC(=O)NC
630	ISOPROPALIN	2_B3	pesticide	36606	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-]
631	ISOPROTHIOLANE	3_B3	pesticide	39681	CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C
632	ISOPROTURON	8_A4	pesticide	36679	CC(C)C1=CC=C(C=C1)NC(=O)N(C)C
633	ISOPYRAZAM	5_D9	pesticide	25271089	CC(C)C1C2CCC1C3=C2C=CC=C3NC(=O)C4=CN(N=C4C(F)F)C
634	ISOTIANIL	5_H8	pesticide	9796266	C1=CC=C(C(=C1)C#N)NC(=O)C2=C(C(=NS2)Cl)Cl
635	ISOURON	2_C4	pesticide	41648	CC(C)(C)C1=CC(=NO1)NC(=O)N(C)C
636	ISOXABEN	8_B4	pesticide	73672	CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC
637	ISOXADIFEN-ETHYL	6_D9	pesticide	6451155	CCOC(=O)C1=NOC(C1)(C2=CC=CC=C2)C3=CC=CC=C3
638	ISOXAFLUTOLE	12_B5	pesticide	84098	CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3
639	ISOXATHION	3_A3	pesticide	29307	CCOP(=S)(OCC)OC1=NOC(=C1)C2=CC=CC=C2
640	JODFENPHOS	2_E12	pesticide	28935	COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl
641	KARBUTYLATE	11_H12	pesticide	312440	CC(C)(C)NC(=O)OC1=CC=CC(=C1)NC(=O)N(C)C
642	KRESOXIM-METHYL	9_D9	pesticide	6112114	CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\\OC)/C(=O)OC
643	L-STRYCHNINE	11_A6	pesticide	441071	C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
644	LACTOFEN	6_D3	pesticide	62276	CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
645	LAMBDA-CYHALOTHRIN	4_B9	pesticide	6440557	CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\\Cl)C
646	LENACIL	4_D9	pesticide	16559	C1CCC(CC1)N2C(=O)C3=C(CCC3)NC2=O
647	LEPTOPHOS	1_H7	pesticide	30709	COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl
650	LINURON	8_C4	pesticide	9502	CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC
651	LUFENURON	3_E11	pesticide	71777	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F
652	MALAOXON	2_A12	pesticide	15415	CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
653	MALATHION	11_A1	pesticide	4004	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
654	MALATHION DIACID	1_G10	pesticide	14481	COP(=S)(OC)SC(CC(=O)O)C(=O)O
655	MALEIC HYDRAZIDE	11_A3	pesticide	21954	C1=CC(=O)NNC1=O
656	MANCOZEB	3_H4	pesticide	13307026	C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2]
657	MANDIPROPAMID	5_E11	pesticide	11292824	COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C
658	MANEB (MANGANESE ETHYLENEBIS &	10_D1	pesticide	5075889	C(CNC(=S)[S-])NC(=S)[S-].[Mn+2]
659	MCPA	12_C1	pesticide	7204	CC1=C(C=CC(=C1)Cl)OCC(=O)O
660	MCPA SODIUM MONOHYDRATE	3_A1	pesticide	124202633	CC1=C(C=CC(=C1)Cl)OCC(=O)O.O.[Na]
661	MCPA-2-ETHYLHEXYL ESTER	6_A7	pesticide	93128	CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)C
662	MCPA-METHYL ESTER	8_D4	pesticide	17089	CC1=C(C=CC(=C1)Cl)OCC(=O)OC
663	MCPA-THIOETHYL	12_E12	pesticide	32876	CCSC(=O)COC1=C(C=C(C=C1)Cl)C
664	MECARBAM	2_C3	pesticide	17434	CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
665	MECOPROP	8_E4	pesticide	7153	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O
666	MECOPROP-2-OCTYL ESTER	9_C8	pesticide	62831	CCCCCCC(C)OC(=O)C(C)OC1=C(C=C(C=C1)Cl)C
667	MECOPROP-METHYL ESTER	8_G4	pesticide	141055	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)OC
668	MECOPROP-P	8_F12	pesticide	185588	CC1=C(C=CC(=C1)Cl)O[C@H](C)C(=O)O
669	MEFENACET	8_H4	pesticide	91716	CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2
670	MEFENPYR-DIETHYL	12_E3	pesticide	10937610	CCOC(=O)C1=NN(C(C1)(C)C(=O)OCC)C2=C(C=C(C=C2)Cl)Cl
671	MEFLUIDIDE	12_D6	pesticide	40896	CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C
672	MEPANIPYRIM	6_C11	pesticide	86296	CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2
673	MEPERFLUTHRIN	5_H3	pesticide	56841697	CC1([C@@H]([C@H]1C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)C=C(Cl)Cl)C
674	MEPHOSFOLAN	1_C10	pesticide	13707	CCOP(=O)(N=C1SCC(S1)C)OCC
675	MEPIQUAT CHLORIDE	1_C1	pesticide	62781	C[N+]1(CCCCC1)C.[Cl-]
676	MEPRONIL	6_C4	pesticide	41632	CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)OC(C)C
677	MESO-2,3-DIMERCAPTOSUCCINIC ACID	4_E1, 4_F1, 4_G1, 4_H1	pesticide-related	2724354	[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S
678	MESOSULFURON-METHYL	7_C4	pesticide	11409499	COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC
679	MESOTRION	6_F9	pesticide	175967	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-]
680	MESOTRION METABOLITE AMBA	3_G3	pesticide metabolite	2761058	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)O)N
681	METAFLUMIZONE	6_C3	pesticide	11614934	C1=CC(=CC(=C1)C(F)(F)F)/C(=N/NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N
682	METALAXYL	5_C2	pesticide	42586	CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC
683	METALAXYL (S)-ENANTIOMER	4_A1	pesticide	156840	CC1=C(C(=CC=C1)C)N([C@@H](C)C(=O)OC)C(=O)COC
684	METALAXYL METABOLITE CGA 108906	12_C9	pesticide metabolite	117065479	CC1=C(C(=CC=C1)C(=O)O)N(C(C)C(=O)O)C(=O)COC
685	METALAXYL METABOLITE CGA 62826	5_H5	pesticide metabolite	13073467	CC1=C(C(=CC=C1)C)N(C(C)C(=O)O)C(=O)COC
686	METALAXYL-M	5_D2	pesticide	11150163	CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC
687	METAMITRON	8_B5	pesticide	38854	CC1=NN=C(C(=O)N1N)C2=CC=CC=C2
688	METAZACHLOR	8_C12	pesticide	49384	CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl
690	METCONAZOLE	9_H9	pesticide	86210	CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C
691	METHABENZTHIAZURON	8_D5	pesticide	29216	CNC(=O)N(C)C1=NC2=CC=CC=C2S1
692	METHACRIFOS	2_F8	pesticide	3034435	C/C(=C\\OP(=S)(OC)OC)/C(=O)OC
693	METHALDEHYDE	2_E3	pesticide	712	C=O
694	METHAM-NA DIHYDRATE	11_C1	pesticide	3001858	CNC(=S)S
695	METHAMIDOPHOS	6_B1	pesticide	4096	COP(=O)(N)SC
696	METHASULFOCARB	5_F12	pesticide	93362	CNC(=O)SC1=CC=C(C=C1)OS(=O)(=O)C
697	METHIDATHION	2_B2	pesticide	13709	COC1=NN(C(=O)S1)CSP(=S)(OC)OC
698	METHIOCARB	8_A5	pesticide	16248	CC1=CC(=CC(=C1SC)C)OC(=O)NC
699	METHIOCARB SULFONE	2_F10	pesticide metabolite	16589	CC1=CC(=CC(=C1S(=O)(=O)C)C)OC(=O)NC
700	METHIOCARB SULFOXIDE	1_H9	pesticide metabolite	17521	CC1=CC(=CC(=C1S(=O)C)C)OC(=O)NC
701	METHOMYL	8_E5	pesticide	5353758	C/C(=N\\OC(=O)NC)/SC
702	METHOPRENE	1_F3	pesticide	5366546	CC(C)OC(=O)/C=C(\\C)/C=C/CC(C)CCCC(C)(C)OC
703	METHOPROTRYNE	4_E9	pesticide	13290	CC(C)NC1=NC(=NC(=N1)NCCCOC)SC
704	METHOXYCHLOR	8_F5	pesticide	4115	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl
705	METHOXYFENOZIDE	5_A8	pesticide	105010	CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C
706	METHYL 1-NAPHTHALENEACETATE	7_F11	pesticide	17891	COC(=O)CC1=CC=CC2=CC=CC=C21
707	METHYL DICHLOROACETATE	8_F10	pesticide-related	8315	COC(=O)C(Cl)Cl
708	METHYL-ISO-THIOCYANATE	2_G8	pesticide	11167	CN=C=S
709	METHYLDYMRON	12_B6	pesticide	92326	CC(C)(C1=CC=CC=C1)NC(=O)N(C)C2=CC=CC=C2
710	METHYLMERCURY CHLORIDE	6_G4	pesticide	409301	C[Hg]Cl
711	METOBROMURON	8_G5	pesticide	18290	CN(C(=O)NC1=CC=C(C=C1)Br)OC
712	METOLACHLOR	8_H5	pesticide	4169	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
713	METOLACHLOR ESA SODIUM SALT	12_A11	pesticide metabolite	23676739	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CS(=O)(=O)[O-])C.[Na+]
714	METOLACHLOR METABOLITE CGA 50267 (RACEMATE)	1_A4	pesticide metabolite	12785744	CCC1=CC=CC(=C1NC(C)C(=O)O)C
715	METOLACHLOR OA	7_F3	pesticide metabolite	15842092	CCC1=CC=CC(=C1N(C(C)COC)C(=O)C(=O)O)C
716	METOSULAM	12_F3	pesticide	86422	CC1=C(C(=C(C=C1)Cl)NS(=O)(=O)C2=NN3C(=CC(=NC3=N2)OC)OC)Cl
717	METOXURON	8_A6	pesticide	29863	CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl
718	METRAFENONE	6_B3	pesticide	6451057	CC1=CC(=C(C(=C1C(=O)C2=C(C=CC(=C2C)Br)OC)OC)OC)OC
719	METRIBUZIN	2_C2	pesticide	30479	CC(C)(C)C1=NN=C(N(C1=O)N)SC
720	METSULFURON-METHYL	12_A5	pesticide	52999	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC
721	MEXACARBATE	12_B8	pesticide	9414	CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC
722	MGK 264 (MIXTURE OF ISOMERS)	2_D2	pesticide	25141463	CCCCC(CC)CN1C(=O)C2[C@@H]3C[C@H](C2C1=O)C=C3
723	MGK 326	8_B6	pesticide	8693	CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC
724	MIREX	8_C6	pesticide	16945	C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
725	MOLINAT	8_D6	pesticide	16653	CCSC(=O)N1CCCCCC1
726	MONALIDE (MIXTURE OF ISOMERS)	8_E6	pesticide	23715	CCCC(C)(C)C(=O)NC1=CC=C(C=C1)Cl
727	MONOCROTOPHOS	2_E2	pesticide	5371562	C/C(=C\\C(=O)NC)/OP(=O)(OC)OC
728	MONOLINURON	11_C3	pesticide	15629	CN(C(=O)NC1=CC=C(C=C1)Cl)OC
729	MONOSULTAP	5_F11	pesticide	23666830	CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)[O-].[Na+]
730	MONURON	8_F6	pesticide	8800	CN(C)C(=O)NC1=CC=C(C=C1)Cl
731	MUSCALURE	12_G5	pesticide	5365075	CCCCCCCCCCCCC/C=C\\CCCCCCCC
732	MYCLOBUTANIL	7_B8	pesticide	6336	CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
734	N-DESMETHYLTHIAMETHOXAM	3_H12	pesticide	9903739	C1N=C(N(CO1)CC2=CN=C(S2)Cl)N[N+](=O)[O-]
735	N,N-DIMETHYL-2-SULFAMOYLNICOTINAMIDE	3_C3	pesticide metabolite	14346876	CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)N
736	N,N-DIMETHYLFORMAMIDE	9_D1	pesticide-related	6228	CN(C)C=O
737	N,N-DIMETHYLUREA	8_D11	pesticide-related	11737	CN(C)C(=O)N
738	NAFTALOFOS	1_A10	pesticide	15148	CCOP(=O)(OCC)ON1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O
739	NAPROPAMID	8_G6	pesticide	27189	CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
740	NAPTALAM	6_H4	pesticide	8594	C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
741	NEBURON	8_H6	pesticide	11145	CCCCN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
742	NICLOSAMIDE MONOHYDRATE	1_D1	pesticide	12296604	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.O
743	NICOSULFURON	7_F12	pesticide	73281	CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
744	NITENPYRAM	3_C8	pesticide	3034287	CCN(CC1=CN=C(C=C1)Cl)/C(=C/[N+](=O)[O-])/NC
745	NITRALIN	8_A7	pesticide	20848	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
746	NITRAPYRIN	6_A5	pesticide	16004	C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl
747	NITROBENZENE	9_B1	pesticide-related	7416	C1=CC=C(C=C1)[N+](=O)[O-]
748	NITROFEN	6_C12	pesticide	15787	C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl
749	NITROTHAL-ISOPROPYL	8_B7	pesticide	43704	CC(C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC(C)C
750	NONYLPHENOL (TECHNICAL MIXTURE)	4_C2	pesticide-related	338733	CC(C)CCCCCCC1=CC=C(C=C1)O
751	NORFLURAZON	7_C8	pesticide	33775	CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
752	NOVALURON	5_B6	pesticide	93541	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F
753	NUARIMOL	4_F9	pesticide	91683	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)F)(C3=CN=CN=C3)O)Cl
754	OCTHILINONE	12_A12	pesticide	33528	CCCCCCCCN1C(=O)C=CS1
755	OFURACE	12_H12	pesticide	42850	CC1=C(C(=CC=C1)C)N(C2CCOC2=O)C(=O)CCl
756	OMETHOATE	2_F2	pesticide	14210	CNC(=O)CSP(=O)(OC)OC
757	ORBENCARB	6_D4	pesticide	36867	CCN(CC)C(=O)SCC1=CC=CC=C1Cl
758	ORTHOSULFAMURON	5_C6	pesticide	11091168	CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
759	ORYSASTROBIN	5_D6	pesticide	11486133	C/C(=N\\OC)/C(=N\\OC)/C(=N/OCC1=CC=CC=C1/C(=N\\OC)/C(=O)NC)/C
760	ORYZALIN	8_C7	pesticide	29393	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]
761	OXABETRINIL	8_D12	pesticide	91726	C1COC(O1)CON=C(C#N)C2=CC=CC=C2
762	OXADIARGYL	6_A11	pesticide	94498	CC(C)(C)C1=NN(C(=O)O1)C2=CC(=C(C=C2Cl)Cl)OCC#C
763	OXADIAZON	6_A6	pesticide	29732	CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl
764	OXADIXYL	7_D8	pesticide	53735	CC1=C(C(=CC=C1)C)N(C(=O)COC)N2CCOC2=O
765	OXAMYL	8_E7	pesticide	9595287	CNC(=O)O/N=C(/C(=O)N(C)C)\\SC
766	OXASULFURON	12_F12	pesticide	86443	CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C
767	OXAZICLOMEFONE	2_B4	pesticide	15604135	CC1=C(C(=O)N(CO1)C(C)(C)C2=CC(=CC(=C2)Cl)Cl)C3=CC=CC=C3
768	OXYCARBOXINE	8_F7	pesticide	21330	CC1=C(S(=O)(=O)CCO1)C(=O)NC2=CC=CC=C2
769	OXYFLUORFEN	7_B12	pesticide	39327	CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
770	PACLOBUTRAZOL (MIXTURE OF STEREO ISOMERS)	8_A1	pesticide	158076	CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O
771	PARAOXON-ETHYL	2_G2	pesticide	9395	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
772	PARAOXON-METHYL	3_B2	pesticide	13708	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]
773	PARAQUAT DICHLORIDE HYDRATE	3_C4	pesticide	16218602	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.O.[Cl-].[Cl-]
774	PARATHION-ETHYL	2_H8	pesticide	991	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
775	PARATHION-METHYL	2_H12	pesticide	4130	COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]
776	PEBULAT	8_G7	pesticide	14215	CCCCN(CC)C(=O)SCCC
777	PENCONAZOL	8_H7	pesticide	91693	CCCC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl
778	PENCYCURON	4_G9	pesticide	91692	C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3
779	PENDIMETHALIN	8_A8	pesticide	38479	CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-]
780	PENFLUFEN	9_F7	pesticide	11674113	CC1=NN(C(=C1C(=O)NC2=CC=CC=C2C(C)CC(C)C)F)C
781	PENOXSULAM	5_C4	pesticide	11784975	COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC
782	PENTACHLOROANILINE	11_C10	pesticide metabolite	10693	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N
783	PENTACHLORPHENYLACETAT	7_D11	pesticide-related	15041	CC(=O)OC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
784	PENTHIOPYRAD	5_G3	pesticide	11388558	CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C
785	PERMETHRIN (MIXTURE OF CIS AND TRANS ISOMERE)	3_C10	pesticide	40326	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
786	PERTHAN	11_E3	pesticide	6295	CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl
787	PETHOXAMID	5_B9	pesticide	6450826	CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1
788	PHENMEDIPHAM	8_B8	pesticide	24744	CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC
789	PHENMEDIPHAM-ETHYL	9_A8	pesticide	13187411	CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC(=C2)C
790	PHENOL	3_G8	pesticide-related	996	C1=CC=C(C=C1)O
792	PHENOXYACETIC ACID	7_E12	pesticide-related	19188	C1=CC=C(C=C1)OCC(=O)O
793	PHENTOAT	1_F5	pesticide	17435	CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC
794	PHORAT-SULFONE	2_H11	pesticide metabolite	17425	CCOP(=S)(OCC)SCS(=O)(=O)CC
795	PHORAT-SULFOXIDE	2_G10	pesticide metabolite	17424	CCOP(=S)(OCC)SCS(=O)CC
796	PHORATE	1_A8	pesticide	4790	CCOP(=S)(OCC)SCSCC
797	PHOSALONE	8_C8	pesticide	4793	CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
798	PHOSMET	8_D8	pesticide	12901	COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
799	PHOSPHAMIDON (MIXTURE OF E AND Z ISOMERS)	2_A9	pesticide	3033834	CCN(CC)C(=O)/C(=C(/C)\\OP(=O)(OC)OC)/Cl
800	PHTHALIMIDE	9_H4	pesticide metabolite	6809	C1=CC=C2C(=C1)C(=O)NC2=O
801	PICOLINAFEN	9_A10	pesticide	3294375	C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F
802	PICOXYSTROBIN	6_D8	pesticide	11285653	CO/C=C(\\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC
803	PINOXADEN	5_H11	pesticide	210326	CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C
804	PINOXADEN METABOLITE SYN502836	3_H5	pesticide metabolite	76964688	CCC1=CC(=CC(=C1C2C(=O)N3CCOCCN3C2=O)CC)C(=O)O
806	PIPEROPHOS	2_F11	pesticide	32230	CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
807	PIRIMICARB	11_F3	pesticide	31645	CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C
808	PIRIMIPHOS-ETHYL	2_B9	pesticide	31957	CCN(CC)C1=NC(=CC(=N1)OP(=S)(OCC)OCC)C
809	PIRIMIPHOS-METHYL	1_C6	pesticide	34526	CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C
810	PIROCTONE OLAMINE	3_B5	pesticide-related	50258	CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O.C(CO)N
811	PRALLETHRIN	8_B1	pesticide	9839306	CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C
812	PRETILACHLOR	4_B11	pesticide	91644	CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl
813	PRIMISULFURON-METHYL	5_F6	pesticide	101525	COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F
814	PROCHLORAZ	11_G3	pesticide	73665	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2
815	PROCHLORAZ METABOLITE BTS40348	7_D9	pesticide metabolite	3842173	CCCNCCOC1=C(C=C(C=C1Cl)Cl)Cl
816	PROCHLORAZ METABOLITE BTS44595	7_C9	pesticide metabolite	1475957	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N
817	PROCHLORAZ METABOLITE BTS44596	7_G9	pesticide metabolite	57472173	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)NC=O
818	PROFENOFOS	8_G1	pesticide	38779	CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl
819	PROFLURALIN	11_H3	pesticide	33500	CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
820	PROFOXYDIM	12_C10	pesticide	135618618	CCC/C(=N\\OCC(C)OC1=CC=C(C=C1)Cl)/C2=C(CC(CC2=O)C3CCCSC3)O
821	PROHEXIADIONE-CALCIUM	12_H8	pesticide-related	12001831	CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2]
822	PROMECARB	11_A4	pesticide	17516	CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
823	PROMETON	11_B4	pesticide	4928	CC(C)NC1=NC(=NC(=N1)OC)NC(C)C
